f0,f1,f2,f3,f4,f5,f6
20200213.0,24,24,24,24,24,24
20200214.0,24,24,24,24,24,24
20200215.0,24,24,24,24,24,24
20200216.0,24,24,24,24,24,24
20200217.0,24,24,24,24,24,24
20200218.0,24,24,24,24,24,24
20200219.0,24,24,24,24,24,24
20200220.0,24,24,24,24,24,24
20200221.0,24,24,24,24,24,24
20200222.0,24,24,24,24,24,24
20200223.0,24,24,24,24,24,24
20200224.0,24,24,24,24,24,24
20200225.0,24,24,24,24,24,24
20200226.0,24,24,24,24,24,24
20200227.0,24,24,24,24,24,24
20200228.0,24,24,24,24,24,24
20200229.0,24,24,24,24,24,24
20200301.0,24,24,24,24,24,24
20200302.0,24,24,24,24,24,24
20200303.0,24,24,24,24,24,24
20200304.0,24,24,24,24,24,24
20200305.0,24,24,24,24,24,24
20200306.0,24,24,24,24,24,24
20200307.0,24,24,24,24,24,24
20200308.0,24,24,24,24,24,24
20200309.0,24,24,24,24,24,24
20200310.0,24,24,24,24,24,24
20200311.0,24,24,24,24,24,24
20200312.0,24,24,24,24,24,24
20200313.0,24,24,24,24,24,24
20200314.0,24,24,24,24,24,24
20200315.0,24,24,24,24,24,24
20200316.0,24,24,24,24,24,24
20200317.0,24,24,24,24,24,24
20200318.0,24,24,24,24,24,24
20200319.0,24,24,24,24,24,24
20200320.0,24,24,24,24,24,24
20200321.0,24,24,24,24,24,24
20200322.0,24,24,24,24,24,24
20200323.0,24,24,24,24,24,24
20200324.0,24,24,24,24,24,24
20200325.0,24,24,24,24,24,24
20200326.0,24,24,24,24,24,24
20200327.0,24,24,24,24,24,24
20200328.0,24,24,24,24,24,24
20200329.0,24,24,24,24,24,24
20200330.0,24,24,24,24,24,24
20200331.0,24,24,24,24,24,24
20200401.0,24,24,24,24,24,24
20200402.0,24,24,24,24,24,24
20200403.0,24,24,24,24,24,24
20200404.0,24,24,24,24,24,24
20200405.0,24,24,24,24,24,24
20200406.0,24,24,24,24,24,24
20200407.0,24,24,24,24,24,24
20200408.0,24,24,24,24,24,24
20200409.0,24,24,24,24,24,24
20200410.0,24,24,24,24,24,24
20200411.0,24,24,24,24,24,24
20200412.0,24,24,24,24,24,24
20200413.0,24,24,24,24,24,24
20200414.0,24,24,24,24,24,24
20200415.0,24,24,24,24,24,24
20200416.0,24,24,24,24,24,24
20200417.0,24,24,24,24,24,24
20200418.0,24,24,24,24,24,24
20200419.0,24,24,24,24,24,24
20200420.0,24,24,24,24,24,24
20200421.0,24,24,24,24,24,24
20200422.0,24,24,24,24,24,24
20200423.0,24,24,24,24,24,24
20200424.0,24,24,24,24,24,24
20200425.0,24,24,24,24,24,24
20200426.0,24,24,24,24,24,24
20200427.0,24,24,24,24,24,24
20200428.0,24,24,24,24,24,24
20200429.0,24,24,24,24,24,24
20200430.0,24,24,24,24,24,24
20200501.0,24,24,24,24,24,24
20200502.0,24,24,24,24,24,24
20200503.0,24,24,24,24,24,24
20200504.0,24,24,24,24,24,24
20200505.0,24,24,24,24,24,24
20200506.0,24,24,24,24,24,24
20200507.0,24,24,24,24,24,24
20200508.0,24,24,24,24,24,24
20200509.0,24,24,24,24,24,24
20200510.0,24,24,24,24,24,24
20200511.0,24,24,24,24,24,24
20200512.0,24,24,24,24,24,24
20200513.0,24,24,24,24,24,24
20200514.0,24,24,24,24,24,24
20200515.0,24,24,24,24,24,24
20200516.0,24,24,24,24,24,24
20200517.0,24,24,24,24,24,24
20200518.0,24,24,24,24,24,24
20200519.0,24,24,24,24,24,24
20200520.0,24,24,24,24,24,24
20200521.0,24,24,24,24,24,24
20200522.0,24,24,24,24,24,24
20200523.0,24,24,24,24,24,24
20200524.0,24,24,24,24,24,24
20200525.0,24,24,24,24,24,24
20200526.0,24,24,24,24,24,24
20200527.0,24,24,24,24,24,24
20200528.0,24,24,24,24,24,24
20200529.0,24,24,24,24,24,24
20200530.0,24,24,24,24,24,24
20200531.0,24,24,24,24,24,24
20200601.0,24,24,24,24,24,24
20200602.0,24,24,24,24,24,24
20200603.0,24,24,24,24,24,24
20200604.0,24,24,24,24,24,24
20200605.0,24,24,24,24,24,24
20200606.0,24,24,24,24,24,24
20200607.0,24,24,24,24,24,24
20200608.0,24,24,24,24,24,24
20200609.0,24,24,24,24,24,24
20200610.0,24,24,24,24,24,24
20200611.0,24,24,24,24,24,24
20200612.0,24,24,24,24,24,24
20200613.0,24,24,24,24,24,24
20200614.0,24,24,24,24,24,24
20200615.0,24,24,24,24,24,24
20200616.0,24,24,24,24,24,24
20200617.0,24,24,24,24,24,24
20200618.0,24,24,24,24,24,24
20200619.0,24,24,24,24,24,24
20200620.0,24,24,24,24,24,24
20200621.0,24,24,24,24,24,24
20200622.0,24,24,24,24,24,24
20200623.0,24,24,24,24,24,24
20200624.0,24,24,24,24,24,24
20200625.0,24,24,24,24,24,24
20200626.0,24,24,24,24,24,24
20200627.0,24,24,24,24,24,24
20200628.0,24,24,24,24,24,24
20200629.0,24,24,24,24,24,24
20200630.0,24,24,24,24,24,24
20200701.0,24,24,24,24,24,24
20200702.0,24,24,24,24,24,24
20200703.0,24,24,24,24,24,24
20200704.0,24,24,24,24,24,24
20200705.0,24,24,24,24,24,24
20200706.0,24,24,24,24,24,24
20200707.0,24,24,24,24,24,24
20200708.0,24,24,24,24,24,24
20200709.0,24,24,24,24,24,24
20200710.0,24,24,24,24,24,24
20200711.0,24,24,24,24,24,24
20200712.0,24,24,24,24,24,24
20200713.0,24,24,24,24,24,24
20200714.0,24,24,24,24,24,24
20200715.0,24,24,24,24,24,24
20200716.0,24,24,24,24,24,24
20200717.0,24,24,24,24,24,24
20200718.0,24,24,24,24,24,24
20200719.0,24,24,24,24,24,24
20200720.0,24,24,24,24,24,24
20200721.0,24,24,24,24,24,24
20200722.0,24,24,24,24,24,24
20200723.0,24,24,24,24,24,24
20200724.0,24,24,24,24,24,24
20200725.0,24,24,24,24,24,24
20200726.0,24,24,24,24,24,24
20200727.0,24,24,24,24,24,24
20200728.0,24,24,24,24,24,24
20200729.0,24,24,24,24,24,24
20200730.0,24,24,24,24,24,24
20200731.0,24,24,24,24,24,24
20200801.0,24,24,24,24,24,24
20200802.0,24,24,24,24,24,24
20200803.0,24,24,24,24,24,24
20200804.0,24,24,24,24,24,24
20200805.0,24,24,24,24,24,24
20200806.0,24,24,24,24,24,24
20200807.0,24,24,24,24,24,24
20200808.0,24,24,24,24,24,24
20200809.0,24,24,24,24,24,24
20200810.0,24,24,24,24,24,24
20200811.0,24,24,24,24,24,24
20200812.0,24,24,24,24,24,24
20200813.0,24,24,24,24,24,24
20200814.0,24,24,24,24,24,24
20200815.0,24,24,24,24,24,24
20200816.0,24,24,24,24,24,24
20200817.0,24,24,24,24,24,24
20200818.0,24,24,24,24,24,24
20200819.0,24,24,24,24,24,24
20200820.0,24,24,24,24,24,24
20200821.0,24,24,24,24,24,24
20200822.0,24,24,24,24,24,24
20200823.0,24,24,24,24,24,24
20200824.0,24,24,24,24,24,24
20200825.0,24,24,24,24,24,24
20200826.0,24,24,24,24,24,24
20200827.0,24,24,24,24,24,24
20200828.0,24,24,24,24,24,24
20200829.0,24,24,24,24,24,24
20200830.0,24,24,24,24,24,24
20200831.0,24,24,24,24,24,24
20200901.0,24,24,24,24,24,24
20200902.0,24,24,24,24,24,24
20200903.0,24,24,24,24,24,24
20200904.0,24,24,24,24,24,24
20200905.0,24,24,24,24,24,24
20200906.0,24,24,24,24,24,24
20200907.0,24,24,24,24,24,24
20200908.0,24,24,24,24,24,24
20200909.0,24,24,24,24,24,24
20200910.0,24,24,24,24,24,24
20200911.0,24,24,24,24,24,24
20200912.0,24,24,24,24,24,24
20200913.0,24,24,24,24,24,24
20200914.0,24,24,24,24,24,24
20200915.0,24,24,24,24,24,24
20200916.0,24,24,24,24,24,24
20200917.0,24,24,24,24,24,24
20200918.0,24,24,24,24,24,24
20200919.0,24,24,24,24,24,24
20200920.0,24,24,24,24,24,24
20200921.0,24,24,24,24,24,24
20200922.0,24,24,24,24,24,24
20200923.0,24,24,24,24,24,24
20200924.0,24,24,24,24,24,24
20200925.0,24,24,24,24,24,24
20200926.0,24,24,24,24,24,24
20200927.0,24,24,24,24,24,24
20200928.0,24,24,24,24,24,24
20200929.0,24,24,24,24,24,24
20200930.0,24,24,24,24,24,24
20201001.0,24,24,24,24,24,24
20201002.0,24,24,24,24,24,24
20201003.0,24,24,24,24,24,24
20201004.0,24,24,24,24,24,24
20201005.0,24,24,24,24,24,24
20201006.0,24,24,24,24,24,24
20201007.0,24,24,24,24,24,24
20201008.0,24,24,24,24,24,24
20201009.0,24,24,24,24,24,24
20201010.0,24,24,24,24,24,24
20201011.0,24,24,24,24,24,24
20201012.0,24,24,24,24,24,24
20201013.0,24,24,24,24,24,24
20201014.0,24,24,24,24,24,24
20201015.0,24,24,24,24,24,24
20201016.0,24,24,24,24,24,24
20201017.0,24,24,24,24,24,24
20201018.0,24,24,24,24,24,24
20201019.0,24,24,24,24,24,24
20201020.0,24,24,24,24,24,24
20201021.0,24,24,24,24,24,24
20201022.0,24,24,24,24,24,24
20201023.0,24,24,24,24,24,24
20201024.0,24,24,24,24,24,24
20201025.0,24,24,24,24,24,24
20201026.0,24,24,24,24,24,24
20201027.0,24,24,24,24,24,24
20201028.0,24,24,24,24,24,24
20201029.0,24,24,24,24,24,24
20201030.0,24,24,24,24,24,24
20201031.0,24,24,24,24,24,24
20201101.0,24,24,24,24,24,24
20201102.0,24,24,24,24,24,24
20201103.0,24,24,24,24,24,24
20201104.0,24,24,24,24,24,24
20201105.0,24,24,24,24,24,24
20201106.0,24,24,24,24,24,24
20201107.0,24,24,24,24,24,24
20201108.0,24,24,24,24,24,24
20201109.0,24,24,24,24,24,24
20201110.0,24,24,24,24,24,24
20201111.0,24,24,24,24,24,24
20201112.0,24,24,24,24,24,24
20201113.0,24,24,24,24,24,24
20201114.0,24,24,24,24,24,24
20201115.0,24,24,24,24,24,24
20201116.0,24,24,24,24,24,24
20201117.0,24,24,24,24,24,24
20201118.0,24,24,24,24,24,24
20201119.0,24,24,24,24,24,24
20201120.0,24,24,24,24,24,24
20201121.0,24,24,24,24,24,24
20201122.0,24,24,24,24,24,24
20201123.0,24,24,24,24,24,24
20201124.0,24,24,24,24,24,24
20201125.0,24,24,24,24,24,24
20201126.0,24,24,24,24,24,24
20201127.0,24,24,24,24,24,24
20201128.0,24,24,24,24,24,24
20201129.0,24,24,24,24,24,24
20201130.0,24,24,24,24,24,24
20201201.0,24,24,24,24,24,24
20201202.0,24,24,24,24,24,24
20201203.0,24,24,24,24,24,24
20201204.0,24,24,24,24,24,24
20201205.0,24,24,24,24,24,24
20201206.0,24,24,24,24,24,24
20201207.0,24,24,24,24,24,24
20201208.0,24,24,24,24,24,24
20201209.0,24,24,24,24,24,24
20201210.0,24,24,24,24,24,24
20201211.0,24,24,24,24,24,24
20201212.0,24,24,24,24,24,24
20201213.0,24,24,24,24,24,24
20201214.0,24,24,24,24,24,24
20201215.0,24,24,24,24,24,24
20201216.0,24,24,24,24,24,24
20201217.0,24,24,24,24,24,24
20201218.0,24,24,24,24,24,24
20201219.0,24,24,24,24,24,24
20201220.0,24,24,24,24,24,24
20201221.0,24,24,24,24,24,24
20201222.0,24,24,24,24,24,24
20201223.0,24,24,24,24,24,24
20201224.0,24,24,24,24,24,24
20201225.0,24,24,24,24,24,24
20201226.0,24,24,24,24,24,24
20201227.0,24,24,24,24,24,24
20201228.0,24,24,24,24,24,24
20201229.0,24,24,24,24,24,16
20201230.0,24,24,24,24,24,0
20201231.0,24,24,24,24,24,0
