집계구코드,행정동코드
1121057020001,11620575
1121080020006,11620595
1124065030006,11710620
1124075010103,11710690
1101068010009,11110680
1103063010108,11170630
1107064020101,11260620
1108085030102,11290810
1109062020001,11305606
1114077020801,11440565
1116069030008,11500620
1119055010105,11560550
1119075030301,11560585
1124059030105,11710566
1124060020003,11710570
1125067020016,11740660
1104056010201,11200560
1107064020001,11260620
1108081020101,11290525
1108066010111,11290660
1108085030002,11290810
1111065030303,11350630
1112052010105,11380520
1112055030009,11380551
1113073040001,11410565
1114077020701,11440565
1115054020019,11470540
1116055030021,11500590
1119055010005,11560550
1119075030201,11560585
1122053013101,11650530
1122066020010,11650651
1122067040018,11650652
1124075010136,11710690
1125063010024,11740620
1104056010101,11200560
1105054020010,11215730
1106071010004,11230710
1108081020001,11290525
1108059020422,11290590
1109071030003,11305545
1111051020008,11350560
1111058040103,11350611
1112059030011,11380580
1113068050003,11410685
1114077020601,11440565
1119073020003,11560515
1120071030005,11590605
1122053013001,11650530
1124065010601,11710620
1124068020003,11710641
1125072020016,11740570
1125066021101,11740650
1101055020005,11110550
1104052010009,11200520
1104056010001,11200560
1104068030002,11200690
1104069010006,11200720
1105059010007,11215780
1109061020012,11305600
1109074020005,11305645
1113062010019,11410620
1114077020501,11440565
1115065020202,11470630
1118057010027,11545670
1119075030001,11560585
1119065020010,11560650
1121068010011,11620685
1123058030001,11680580
1123071030004,11680690
1105064030008,11215820
1105061030002,11215860
1107073040009,11260655
1108066050119,11290660
1111065030002,11350630
1112071050104,11380690
1115051010406,11470510
1115061020009,11470600
1118061010010,11545710
1122058020112,11650570
1124054020003,11710532
1124067010007,11710632
1124069010103,11710642
1107057010004,11260570
1111059030103,11350612
1111078070108,11350625
1113074020005,11410555
1113071010005,11410710
1115065020001,11470630
1116052020006,11500520
1120055010101,11590550
1120073010206,11590630
1121057030002,11620575
1121073010005,11620735
1124065020902,11710620
1124080030105,11710680
1124075020104,11710690
1125066020801,11740650
1105062010007,11215870
1106088010004,11230660
1106073020201,11230730
1107059031203,11260580
1107062030006,11260610
1107064030102,11260620
1107073010102,11260655
1108058010003,11290580
1109075020001,11305660
1115072030031,11470650
1120055010001,11590550
1123074020305,11680740
1124060030004,11710570
1106080090201,11230705
1106073020101,11230730
1107073010002,11260655
1108084040011,11290705
1108085040003,11290810
1110057010102,11320710
1111078040201,11350625
1114059010102,11440590
1119055020006,11560550
1121058010007,11620585
1122055021101,11650540
1124065020702,11710620
1124071010012,11710650
1105054030011,11215730
1106081080005,11230536
1106086010108,11230610
1106080090101,11230705
1106071020005,11230710
1106073020001,11230730
1108081030002,11290525
1108072030408,11290725
1109071040004,11305545
1110055010007,11320690
1110057010002,11320710
1111079010105,11350595
1111058050104,11350611
1111078040101,11350625
1112052020006,11380520
1112067010006,11380640
1114078010411,11440555
1114059010002,11440590
1115051010006,11470510
1115053010002,11470530
1115071010112,11470550
1120071040006,11590605
1122055021001,11650540
1123074020105,11680740
1124061010009,11710580
1124063010004,11710600
1124065020602,11710620
1124068030004,11710641
1101071010009,11110710
1104054020006,11200540
1104056020002,11200560
1106080090001,11230705
1108078030007,11290780
1111078040001,11350625
1112071060206,11380690
1113064020016,11410640
1113066020012,11410660
1116073030030,11500540
1116055010009,11500590
1116069010002,11500620
1118053010003,11545620
1119075040002,11560585
1120063020010,11590620
1120068040020,11590660
1121078010112,11620605
1121068020012,11620685
1122055040007,11650540
1122061010012,11650590
1123058040002,11680580
1124065020502,11710620
1104057010113,11200570
1108058020205,11290580
1110057020404,11320710
1111065040004,11350630
1112055010003,11380551
1112071060106,11380690
1113071020107,11410710
1115065030103,11470630
1118061020012,11545710
1121078010012,11620605
1122055020802,11650540
1124051010011,11710510
1124067020009,11710632
1124075030206,11710690
1125066020301,11740650
1106073030303,11230730
1107059030704,11260580
1111059040105,11350612
1112056020011,11380552
1112071060006,11380690
1114075010801,11440585
1114066070009,11440660
1115065030003,11470630
1121071010111,11620715
1121073020007,11620735
1121081020015,11620775
1122051010008,11650510
1122053010004,11650530
1124067011405,11710632
1124069020005,11710642
1124080040107,11710680
1101060020001,11110600
1103051020016,11170510
1106088020006,11230660
1106073030203,11230730
1107059020002,11260580
1108058020005,11290580
1108072030008,11290725
1109064010014,11305620
1109074010601,11305645
1109075030003,11305660
1112072010006,11380530
1117061010004,11530720
1117068030010,11530780
1120055020003,11590550
1122052040301,11650520
1123076020301,11680700
1124057010016,11710561
1124060020901,11710570
1124060040006,11710570
1124067011305,11710632
1124077030001,11710710
1125051020115,11740515
1105064010003,11215820
1107064040004,11260620
1107073020004,11260655
1108085050005,11290810
1111079050020,11350595
1113076050010,11410615
1114075010601,11440585
1114070010010,11440700
1115053020104,11470530
1115066010008,11470640
1120073020008,11590630
1122052040201,11650520
1123076020201,11680700
1124060020801,11710570
1124065020102,11710620
1124078010106,11710720
1125066020001,11740650
1104056030103,11200560
1104057020314,11200570
1106073030002,11230730
1108081040003,11290525
1108082030014,11290555
1110057020003,11320710
1111058060105,11350611
1111069010015,11350670
1112072010038,11380530
1112067020007,11380640
1113074010601,11410555
1114077030001,11440565
1114066040001,11440660
1115053020003,11470530
1121080010001,11620595
1121078020213,11620605
1121083020010,11620765
1124060031301,11710570
1124063020005,11710600
1124065020001,11710620
1104056030007,11200560
1104058030003,11200580
1104068020301,11200690
1105063040203,11215810
1106089060003,11230740
1107062010004,11260610
1108063010003,11290630
1108085020101,11290810
1109060020101,11305590
1111058060009,11350611
1112074030028,11380625
1112071040504,11380690
1114075010404,11440585
1118053020008,11545620
1118058010111,11545680
1121079030403,11620565
1122063020012,11650610
1124053020102,11710531
1124054021004,11710532
1124059020104,11710566
1124060010002,11710570
1124061020020,11710580
1124068010202,11710641
1125067010015,11740660
1103070020005,11170700
1108085020001,11290810
1109060020001,11305590
1109062020502,11305606
1111058030202,11350611
1111065020302,11350630
1112055020008,11380551
1112073050003,11380600
1119062020002,11560620
1122067030017,11650652
1124053020002,11710531
1124065011301,11710620
1124068010102,11710641
1125059010208,11740590
1101073010009,11110650
1104054010706,11200540
1104068020101,11200690
1107064020502,11260620
1109071020002,11305545
1109072030020,11305555
1111051010007,11350560
1111058030102,11350611
1111065020202,11350630
1112057020014,11380560
1112059020010,11380580
1112066010012,11380632
1112071040304,11380690
1113068040002,11410685
1114075010204,11440585
1115058010010,11470570
1118052050205,11545610
1119073010002,11560515
1120071020004,11590605
1120066010016,11590650
1121079030203,11620565
1124079030101,11710670
1125072010015,11740570
1125071020501,11740700
1101055010004,11110550
1101056020022,11110560
1104068020001,11200690
1107059030007,11260580
1109074010004,11305645
1109075040008,11305660
1111065020102,11350630
1111076030005,11350665
1113074010205,11410555
1115065010201,11470630
1120055030008,11590550
1123071020003,11680690
1124060020304,11710570
1124079030001,11710670
1125059010008,11740590
1125074020028,11740685
1105064020008,11215820
1105061020002,11215860
1107073030009,11260655
1108065020201,11290650
1109071030404,11305545
1111065020002,11350630
1112058010025,11380570
1114075010004,11440585
1114072020011,11440720
1115061010009,11470600
1115065010101,11470630
1119075030502,11560585
1121079030003,11620565
1124054010003,11710532
1124077020801,11710710
1125071020301,11740700
1102071020123,11140635
1108065020101,11290650
1109075010101,11305660
1111053030311,11350580
1111059020103,11350612
1112065030013,11380631
1115053030009,11470530
1115065010001,11470630
1117070010020,11530595
1117064010016,11530750
1119075030402,11560585
1121057020002,11620575
1121080020007,11620595
1124075010104,11710690
1124077020701,11710710
1125066010801,11740650
1103063010109,11170630
1106087030401,11230650
1106073010201,11230730
1107064020102,11260620
1108065020001,11290650
1109062020002,11305606
1109075010001,11305660
1114077020802,11440565
1116069030009,11500620
1124059030106,11710566
1124060020004,11710570
1124077020601,11710710
1125066010701,11740650
1125067020017,11740660
1103071020010,11170555
1104056010202,11200560
1106080080201,11230705
1107064020002,11260620
1108081020102,11290525
1108085030003,11290810
1111065030304,11350630
1112052010106,11380520
1113073040002,11410565
1116055030022,11500590
1119055010006,11560550
1122053013102,11650530
1122066020011,11650651
1122067040019,11650652
1123076010801,11680700
1124075010137,11710690
1124077020501,11710710
1125063010025,11740620
1125071020001,11740700
1104056010102,11200560
1105054020011,11215730
1106080080101,11230705
1106071010005,11230710
1106073010001,11230730
1108081020002,11290525
1108059020423,11290590
1109071030004,11305545
1111051020009,11350560
1111058040104,11350611
1111078030101,11350625
1112059030012,11380580
1113068050004,11410685
1114077020602,11440565
1115052020030,11470520
1119073020004,11560515
1120071030006,11590605
1123076010701,11680700
1124065010602,11710620
1124068020004,11710641
1125072020017,11740570
1101055020006,11110550
1104068030003,11200690
1104069010007,11200720
1105059010008,11215780
1106087030101,11230650
1106080080001,11230705
1109061020013,11305600
1109074020006,11305645
1111078030001,11350625
1114077020502,11440565
1115065020203,11470630
1116073020030,11500540
1119075030002,11560585
1119065020011,11560650
1120063010010,11590620
1121068010012,11620685
1123071030005,11680690
1123076010601,11680700
1125066010401,11740650
1105064030009,11215820
1105061030003,11215860
1111065030003,11350630
1112071050105,11380690
1114077020401,11440565
1114066030401,11440660
1115051010407,11470510
1118061010011,11545710
1124054020004,11710532
1124065010401,11710620
1124067010008,11710632
1124069010104,11710642
1107057010005,11260570
1107059010101,11260580
1111059030104,11350612
1111078070109,11350625
1112056010010,11380552
1113074020006,11410555
1113071010006,11410710
1115065020002,11470630
1116052020007,11500520
1120055010102,11590550
1120073010207,11590630
