집계구코드,행정동코드
1125051010503,11740515
1125072020005,11740570
1125070010105,11740690
1105058020018,11215770
1107065010001,11260630
1108082031104,11290555
1108084040401,11290705
1109061020001,11305600
1112074010011,11380625
1113062010008,11410620
1113064010004,11410640
1113066020602,11410660
1116061030012,11500591
1117064020206,11530750
1118057010016,11545670
1119063020003,11560630
1120053030102,11590530
1122056020206,11650550
1122058020202,11650570
1124081020015,11710646
1125051010403,11740515
1125071020022,11740700
1105054030401,11215730
1105055010010,11215740
1107069050102,11260680
1108066050109,11290660
1108084040301,11290705
1111073040201,11350710
1113066020502,11410660
1114078010801,11440555
1114077010021,11440565
1114063010007,11440630
1114072030001,11440720
1115057010015,11470560
1115058030402,11470570
1116064050005,11500603
1120053030002,11590530
1121081010103,11620775
1122058020102,11650570
1122061010502,11650590
1123059020101,11680590
1125051010303,11740515
1101063030002,11110630
1104062020002,11200620
1105053010013,11215710
1108066050008,11290660
1110062050101,11320514
1112060020003,11380590
1112066030303,11380632
1113073010009,11410565
1113072020012,11410720
1115069020109,11470670
1116074010206,11500615
1117062020009,11530730
1120067010006,11590651
1120069010012,11590670
1121054010310,11620545
1121083040005,11620765
1121081010002,11620775
1122058020001,11650570
1123060010303,11680600
1123064040002,11680640
1125051010202,11740515
1103052020021,11170520
1104071020208,11200535
1106083050104,11230560
1109069030008,11305534
1110062050001,11320514
1111056060809,11350600
1111066020002,11350640
1112060030505,11380590
1113066020301,11410660
1114076020005,11440655
1115071010301,11470550
1115058030201,11470570
1115072030020,11470650
1121054010210,11620545
1121078010401,11620605
1122057010116,11650560
1122063040003,11650610
1123053010002,11680531
1123060010203,11680600
1124069010125,11710642
1125051010102,11740515
1101064010007,11110640
1102067010102,11140670
1106083050004,11230560
1106086040010,11230610
1106089010005,11230740
1108066020101,11290660
1109073010409,11305575
1111072020109,11350700
1115071020803,11470550
1115058030101,11470570
1118061020301,11545710
1119076030301,11560605
1122061010201,11650590
1124057012602,11710561
1124071010001,11710650
1125051010002,11740515
1125061020018,11740600
1125065020010,11740640
1102067010002,11140670
1108082020002,11290555
1108064020005,11290640
1108066020001,11290660
1110056020013,11320700
1111069010605,11350670
1112059040001,11380580
1112060030305,11380590
1112066030003,11380632
1115071010101,11470550
1115058030001,11470570
1115072030053,11470650
1117064011201,11530750
1118061020201,11545710
1119076030201,11560605
1122061010101,11650590
1123060010003,11680600
1123075010305,11680750
1125052040006,11740520
1125070020106,11740690
1104062030204,11200620
1107065020002,11260630
1111064020601,11350624
1113064020005,11410640
1113066020001,11410660
1115071010001,11470550
1117064011101,11530750
1118059020013,11545690
1119076030101,11560605
1119063030004,11560630
1120053040103,11590530
1121078010101,11620605
1121064020009,11620645
1121066020005,11620665
1121068020001,11620685
1122061010001,11650590
1123079020501,11680610
1125055020107,11740550
1104057010102,11200570
1104062030104,11200620
1105055020011,11215740
1106080020001,11230705
1107062070010,11260610
1109073010109,11305575
1110059010113,11320511
1110065010215,11320522
1112058030016,11380570
1112060030105,11380590
1114070020901,11440700
1116067010018,11500611
1118061020001,11545710
1119076030001,11560605
1119066010105,11560660
1120053040003,11590530
1121078010001,11620605
1122056030107,11650550
1122067020001,11650652
1125051020304,11740515
1125055020007,11740550
1125072010701,11740570
1103053020101,11170530
1104057010002,11200570
1105053020015,11215710
1107069060003,11260680
1109064020705,11305620
1111064020401,11350624
1111073050102,11350710
1112060030005,11380590
1113076010017,11410615
1113072030014,11410720
1114070020801,11440700
1114073030113,11440730
1119066010005,11560660
1121069010012,11620695
1121081020004,11620775
1122065020015,11650621
1123059030002,11680590
1123064050004,11680640
1125051020204,11740515
1103051020005,11170510
1103053020001,11170530
1108066030203,11290660
1109064010003,11305620
1111064020301,11350624
1113069020510,11410690
1114068010011,11440680
1114073030013,11440730
1118060010016,11545700
1120052030018,11590520
1120056030010,11590560
1120066010502,11590650
1121083041403,11620765
1123053020004,11680531
1124057010005,11710561
1125051020104,11740515
1125074010012,11740685
1103071040001,11170555
1106089020007,11230740
1111064020201,11350624
1115071020203,11470550
1116074020008,11500615
1117065020018,11530760
1119065040202,11560650
1121081020037,11620775
1122057020018,11650560
1122066040002,11650651
1124071020003,11710650
1102065020008,11140650
1102067020004,11140670
1104057020304,11200570
1104073020602,11200645
1106072040014,11230720
1107072020014,11260575
1108082030004,11290555
1108064030007,11290640
1111052011105,11350570
1111064020101,11350624
1111069010005,11350670
1112051040019,11380510
1112072010028,11380530
1112059050003,11380580
1112073010007,11380600
1114078020402,11440555
1114070020501,11440700
1115072010009,11470650
1117069020010,11530790
1119065040102,11560650
1121052020016,11620525
1121079020120,11620565
1121078020203,11620605
1121063010010,11620630
1122061020103,11650590
1123060011501,11680600
1123079020001,11680610
1125070030108,11740690
1103066020006,11170660
1104057020203,11200570
1107065030003,11260630
1108083010008,11290575
1109069010002,11305534
1111052011004,11350570
1111056030201,11350600
1112074030013,11380625
1114078020301,11440555
1115071020002,11470550
1116063010008,11500593
1116074030409,11500615
1117051030401,11530510
1119076040102,11560605
1119063040005,11560630
1119065040001,11560650
1121066030006,11620665
1122061020002,11650590
1123079030502,11680610
1125066020022,11740650
1106083030002,11230560
1107070020103,11260690
1108076040011,11290760
1115059030017,11470580
1119076020901,11560605
1120053020301,11590530
1121057010022,11620575
1121080010027,11620595
1121078020006,11620605
1122058010401,11650570
1122067030006,11650652
1123068020119,11680660
1124064010009,11710610
1124080010125,11710680
1103072040001,11170560
1103074050014,11170685
1104059020003,11200590
1107068020014,11260660
1107069040301,11260680
1108063010025,11290630
1109070030013,11305535
1111056030005,11350600
1112057020003,11380560
1112066010001,11380632
1118054010008,11545630
1120053020201,11590530
1120066010005,11590650
1122062010016,11650600
1122064010012,11650620
1123059020902,11680590
1125072010004,11740570
1101056020011,11110560
1105058010017,11215770
1105067030011,11215847
1107055030010,11260550
1107071050014,11260565
1109064020008,11305620
1111066040009,11350640
1112059030501,11380580
1115071030308,11470550
1115058020501,11470570
1119063010002,11560630
1123053030009,11680531
1123073020020,11680730
1125051011003,11740515
1125074020017,11740685
1104067030012,11200670
1107069040101,11260680
1109061020502,11305600
1110062040201,11320514
1111052010609,11350570
1112058010014,11380570
1112059030401,11380580
1113076060004,11410615
1114070020004,11440700
1115071030208,11470550
1115058020401,11470570
1119076020601,11560605
1120053020001,11590530
1121083030105,11620765
1122056010105,11650550
1122058010101,11650570
1122066050007,11650651
1123060011004,11680600
1123067010313,11680656
1124079030123,11710670
1125051010904,11740515
1102071020112,11140635
1104062010002,11200620
1107069040001,11260680
1108082040009,11290555
1109061020402,11305600
1110062040101,11320514
1112059030301,11380580
1112060010003,11380590
1112065030002,11380631
1115071030108,11470550
1116065030205,11500604
1117062010009,11530730
1117064010005,11530750
1118061010501,11545710
1119076020501,11560605
1121063020015,11620630
1121083030005,11620765
1122058010001,11650570
1123060010905,11680600
1123079030006,11680610
1123064030002,11680640
1125072020306,11740570
1104059030205,11200590
1105065010008,11215830
1106083040104,11230560
1107065010302,11260630
1109069020008,11305534
1110062040001,11320514
1111060030003,11350619
1111066010002,11350640
1111072010209,11350700
1112074040019,11380625
1118061010401,11545710
1119076020401,11560605
1122063030003,11650610
1123060010805,11680600
1125067020006,11740660
1106083040004,11230560
1108066010101,11290660
1111072010109,11350700
1113066010201,11410660
1115054020009,11470540
1116054010307,11500535
1116055030011,11500590
1118061010301,11545710
1119076020301,11560605
1121066010205,11620665
1122067040008,11650652
1124075010126,11710690
1124077010121,11710710
1125051010604,11740515
1125052030106,11740520
1125061010018,11740600
1125073010016,11740610
1125063010014,11740620
1125065010010,11740640
1104073030307,11200645
1108082010002,11290555
1108059020412,11290590
1108064010005,11290640
1109072040011,11305555
1110056010013,11320700
1112051020017,11380510
1112059030001,11380580
1112066020003,11380632
1115058020001,11470570
1117051040207,11530510
1118061010201,11545710
1119076020201,11560605
1120053030203,11590530
1121068010101,11620685
1122067010201,11650652
1125072020006,11740570
1125070010106,11740690
1105058020019,11215770
1107065010002,11260630
1108082031105,11290555
1109061020002,11305600
1111064010601,11350624
1112074010012,11380625
1113062010009,11410620
1113064010005,11410640
1113066010001,11410660
1116061030013,11500591
1117064020207,11530750
1118057010017,11545670
1119076020101,11560605
1119063020004,11560630
1120053030103,11590530
1121068010001,11620685
1122056020207,11650550
1125051010404,11740515
1125071020023,11740700
1105054030402,11215730
1105055010011,11215740
1106080010001,11230705
1107069050103,11260680
1108084040302,11290705
1111073040202,11350710
1113066020503,11410660
1114077010022,11440565
1114063010008,11440630
1114072030002,11440720
1115057010016,11470560
1116064050006,11500603
1118061010001,11545710
1119076020001,11560605
1120053030003,11590530
1122058020103,11650570
1122067010001,11650652
1124056020010,11710550
1125051010304,11740515
1125067023801,11740660
1101058010001,11110580
1101063030003,11110630
1102052010001,11140520
1105053010014,11215710
1108066050009,11290660
1110062050102,11320514
1111056020601,11350600
1111073040101,11350710
1112060020004,11380590
