집계구코드
1107062080001
1110059020104
1110061020010
1111061020208
1112051010101
1115057030007
1115059030003
1115066050101
1117052020502
1117072030004
1119054010001
1121080010013
1121063020401
1123068020105
1124063020017
1124081020802
1124080010111
1125074020203
1105053030006
1108063010011
1112051010001
1112052070101
1112074030036
1113072040005
1114061020003
1114073040104
1115066050001
1116070050501
1117052020402
1118053020016
1121063020301
1121069020003
1122062010002
1122065030006
1123078040302
1124059020112
1124081020702
1125058020105
1125063021101
1105056010007
1105058010003
1108077020002
1110065020006
1111058030210
1112052070001
1112055020016
1112073050011
1114068020002
1114071040008
1116067011305
1116070050401
1116071020004
1117052020302
1118060020007
1120072020007
1120054040005
1121061010019
1122065010801
1124068010110
1124081020602
1125056020009
1125058020005
1125059010216
1125074020003
1104065030002
1106091070004
1108071020203
1109071020010
1111074050104
1112057020022
1112071040312
1113068040010
1115062020002
1116070050301
1116072010205
1117052020202
1117071060004
1119056050006
1120066010024
1121063020101
1123065030901
1124081020502
1107052010009
1108071020103
1109063010009
1109065010005
1109074010012
1109075040016
1113070010002
1116051020003
1116070050201
1117052020102
1117067030005
1117069030001
1119054030805
1121052030007
1121063020001
1121072010002
1123078040002
1124081020402
1104066010007
1105064020016
1108060030006
1112058010033
1112074040005
1114071010001
1116070050101
1116072010005
1121079030011
1122065010501
1123065030701
1123067020701
1124081020302
1102059060001
1102068020006
1106081140102
1110063011209
1110052010008
1115063010003
1116051021901
1116070050001
1117064010024
1118051050001
1119056041202
1119069020305
1122065010401
1123065030601
1124081020202
1124075010112
1125061010004
1125073010002
1101068010018
1106081140002
1110065030108
1112051020003
1116051021801
1116069030017
1116071021602
1119056030501
1119056041102
1121069030005
1122062020004
1123065030501
1124059030114
1124081020102
1101070010006
1105056020009
1105058020005
1107064020010
1108077030004
1116055030030
1117055021106
1118057010003
1119056030401
1123067020401
1124081020002
1125074030005
1103057010306
1104065040004
1106082060001
1111079070002
1112058020002
1113068050012
1115057010002
1116072020207
1118055010007
1119069020005
1120071030014
1120065010008
1123051010204
1123067020301
1124068020012
1125072020025
1125063020302
1102072010304
1103059010201
1104069010014
1105059010015
1107054020006
1107072040006
1109061020020
1109065020006
1111077060201
1113070020003
1114069010008
1116071021301
1119056040802
1123051010103
1123078050003
1123071030012
1125063020201
1103059010101
1104066020008
1107073040018
1108071030004
1110064050008
1111077060101
1112074050006
1113072030501
1114060060001
1114071020002
1115063020104
1116071021201
1119072010103
1120052020003
1120054030601
1122057010103
1122059020701
1124054020012
1124069010112
1124082020604
1125063020101
1102072010104
1103057010005
1103059010001
1107057010013
1107069020208
1108084010407
1110062020308
1110065010502
1110052020009
1111059030112
1111077060001
1115063020004
1116067010305
1116067012402
1116070060002
1117072050007
1117065010003
1119054030004
1119070010007
1120054030501
1121057030011
1121073010014
1123078051901
1123068010401
1124082020504
1124080030114
1125061020005
1125073020003
1125063020001
1102070010008
1102072010004
1105066010006
1105062010016
1107069020108
1110059040007
1110064020101
1110065010402
1112051030004
1115059030801
1115072030040
1117055010004
1119056040502
1120054030401
1120055010010
1121052010001
1122059020501
1122064030001
1123078051801
1123067030502
1123068010301
1123074020314
1124060030013
1105058030006
1108084010207
1108077040005
1110062020108
1110064020001
1110065010302
1112065010009
1114068040005
1116071040007
1117054040301
1117072060409
1117067020501
1119056040402
1120054030301
1120069020201
1121058010016
1123078051701
1123064010009
1123067030402
1123068010201
1124082020304
1125054010309
1106082070002
1106073020010
1110065010202
1112052020015
1112058030003
1114078010420
1115057020003
1115059030601
1116059010008
1116067010005
1118055020008
1119056040302
1120054030201
1120069020101
1123068010101
1124061010018
1124063010013
1124082020204
1102069030006
1105053020002
1107054030008
1107072020301
1107072050008
1108071040106
1109065030008
1111061010104
1111077070203
1113076010004
1113070030005
1113072030001
1113072040603
1114074010305
1116051020901
1116072011002
1117067020301
1118053010012
1119056040202
1120054030101
1120069020001
1121065010007
1121068020021
1121072030005
1122059020201
1122065020002
1123068010001
1124082020104
1112055010012
1113071020116
1114071030004
1116071020602
1116072010903
1117054040001
1117065020105
1118060010003
1119056040102
1120052030005
1120054030001
1121078010021
1122059020101
1123051020005
1124051010020
1124055010006
1125058010001
1125058020603
1125061011001
1103059020003
1107072020101
1110063010009
1112056020020
1114074010105
1115060010003
1116051020701
1116067020307
1117065020005
1118057040808
1118060020505
1119056040002
1119070020009
1119072020005
1121052020103
1121081020024
1122053010013
1122057020005
1122059020001
1122062021001
1123065040002
1123067030002
1125073030005
1103051020025
1105066020008
1106072040001
1106073030212
1107072020001
1108060020102
1109075030012
1110056030002
1112051040006
1112072010015
1114072010009
1115059030201
1117055020006
1117072030202
1117067020001
1120055020012
1120065011105
1121052020003
1122062020902
1123052010006
1101067010002
1107064040012
1107073020012
1108060020001
1110059020201
1110064030002
1111073020108
1113070040206
1113072040202
1115066010016
1116067020106
1117055011401
1117072030101
1118057030005
1123077010206
1123068020202
1102068010001
1106082080003
1110059020101
1111053020208
1111061020205
1111069010024
1115057030004
1116072010502
1117071090008
1117072030001
1117067030402
1121080010010
1122062020701
1123068020102
1124061020019
1124063020014
1103071010007
1105053030003
1108084020008
1110059020001
1110065020103
1112074030033
1113072040002
1114073040101
1116063010028
1116067011402
1116072010402
1118053020013
1119054031101
1120072020104
1121065020008
1121072040006
1122057030206
1122059030202
1122065030003
1123068020002
1125058020102
1125067010020
1103073020004
1105056010004
1106072050202
1107054010202
1107072030202
1108071050007
1109072030019
1110065020003
1112055020013
1112059020009
1114071040005
1114073040001
1115058010009
1116067011302
1116071020001
1116072010302
1117071060101
1118060020004
1119054031001
1120072020004
1120054040002
1121061010016
1123051030006
1124055020007
1124064010025
1125056020006
1125058020002
1125059010213
1103064010001
1107062080002
1110059020105
1110061020011
1111061020209
1112051010102
1115057030008
1115059030004
1115066050102
1117052020503
1117072030005
1121080010014
1123068020106
1124063020018
1124081020803
1124080010112
1125063010601
1125074020204
1103074050001
1106081130001
1107068020001
1108063010012
1112052070102
1113072040006
1114061020004
1114073040105
1116070050502
1117052020403
1118053020017
1121069020004
1122062010003
1122065030007
1123065031101
1124059020113
1124081020703
1125058020106
1105056010008
1105058010004
1107071050001
1108077020003
1109060020010
1110065020007
1112055020017
1112073050012
1114068020003
1114071040009
1116051022301
1116067011306
1116070050402
1116071020005
1117052020303
1118060020008
1120054040006
